cleaned_text,aspect,sentiment
cuci tangan sebelum lengser itulah klakuan bejat mulyono pas mau bangun gak ada kata rakyat pas ruwet untuk menyelesaikannya baru rakyat di bawa2 rakyat yg mana mul yg mana dikiranya kami rakyat bodoh kalo pembangunan ikn itu adalah proyek ambisimu sendiri mul,Smart Governance,Negative
mbak cantik rakyat itu membiayai ikn kalau mbak cantik bagian puja puji silahkan puja puji sampai licin yg sentimen juga biarkan saja toh sama2 bayar pajak karena inti ikn dibayar 100 apbn ya biarkan saja sebagian rakyat kita sentimen,Smart Governance,Neutral
ini tanda2 orang yg frustasi dan merasa salah agar kesalahan tdk hanya ditimpakan kpd dirinya maka mulai bawa2 rakyat melalui dpr cek saja siapa yg punya ide pindah ke ikn insiatif jokowi pd saat pidato kenegaraan tgl 16 agustus 2019 ruu ikn diajukan oleh pemerintah ke dpr,Smart Governance,Negative
prabowo subianto itu militer tulen dn dia tau mana yg jadi skala priorutas dan mana yg tidak tahun depan beban utang pokok dan bunga mencapai 800 t dan kemamuan apbn tentu sdn berat jdi masalah ikn dn kelanjutannya tntu butuh pertimbangan matang takkan lari gunung dikejar,Smart Governance,Positive
ada banyak hal yang telah dibahas soal ibu kota nusantara ikn tapi ada satu hal yang luput apa itu ada banyak pekerja yang membangun ikn itu ada banyak orang yang merasa menjadi bagian dari sejarah republik,Smart Governance,Positive
setelah para influencer itu pulang dari ikn dengan biaya dari negara lalu apa hasilnya untuk rakyat sudah satu bulan tidak ada hasil dari para influencer itu untuk negara katanya pak belum teken kepresnya apa benar begitu,Smart Governance,Negative
ikn sudah diundangkan tetap dukung pembangunannya awasi pelaksanaannya dan kritik jika memang ada yang tidak beres yuk jadi oposisi cerdas,Smart Governance,Positive
kenapa dibangun di kalimantan timur kira kira tuh yap posisi paling strategis indonesia untuk mempersiapkan hadapi segala tantangan dan ancaman bangsa kedepan nya saat ww3 perang lcs pasifik selat malaka dll bakal di radarkan melalui komando ikn,Smart Governance,Neutral
infrastruktur cuma jargon isinya menghamburkan uang negara didalam nya banyak korupsi puncak nya ikn gagal total bahkan merusak alam demokrasi endorse uak ulik dan siasem belimbing nya utang 8500 triliun setiap tahun defisit anggaran 600 triliun selama 10 tahun golkar airlangga,Smart Governance,Negative
borobudur prambanan adalh peradaban kita sekarang kita malu dan akan dipermalukan krn skr kita punya pahlawan pembohong dengan kabinet kriminal yg tidak ada kohesi dg aspirasi negara amp rakyat ikn simbol keserakahan amp kebohongan,Smart Governance,Negative
maaf bang bukannya ngajarin dalam uu ikn ada klausul bahwa selama keppres tentang ikn belum diterbitkan dan ditandatangani presiden maka ibukota ri tetap ada di jakarta sampai sekarang pak prabowo belum menerbitkan keppres kepindahan ke ikn gt ibukota ri masih di jakarta tapi,Smart Governance,Neutral
anggaran ikn thn 2024 sebsr 42 5t sdngkan rcn anggaran ikn thn 2025 hanya 143 1m artinya turun drastis spertinya ikn bkn prioritas presiden prabowo ikn memang hrs dilanjutkan namun bertahap sdh sehrsnya presiden lbh mengutamakan program u kpentingan rakyat,Smart Governance,Negative
artinya bila mengacu pada rencana pos pendanaan ikn itu gelontoran apbn sebesar rp 72 3 triliun telah mencapai 77 57 artinya dari segi perencanaan dengan eksekusi aja udah meleset meleset dari target kalau di perusahaan udah dapet warning brapa kali tu,Smart Governance,Negative
ikn milik seluruh rakyat indonesia dibangun dng pajak rakyat gak usah kaum2 low bat juga bayar pajak dipake buat bangun ikn narasimu memecah belah bangsa pilpres sdh selesai kalah menang biasa bagi rakyat siapapun yg menang juga nyari duit sendiri,Smart Governance,Neutral
jokowi sebagai kepala negara dan kepala pemerintahan serta dpr yg dipilih rakyat 2019 2024 dholim yg tidak memperihatinkan kesejahteraan rakyatnya giliran ikn diperjuangkan apapun itu uang dari apbn atau hutang makanya jangan bikin ikn dulu kalo rakyat blm sejahtera toh pembangunannya jg dari hasil hutang,Smart Governance,Negative
ikn salah satu kegagalan jokowi yg terus paksakan obsesi pd hal kemampuan terbatas rakyat jd korban krn byk dana subsidi yg hrs nya utk rakyat malah buat nutup hutang krn ikn prabowo dan jg anggota dpr emoh berkantor di ikn ikn bakal mangkrak jokowi tersangka hukum bertindak,Smart Governance,Negative
first and foremost merusak hutan second aksesibilitas yang buruk third to counter your argument kita butuh demo untuk menghargai sistem demokrasi kita unless emang mau state openly aja kita udah bukan negara demokrasi masih banyak lagi keburukan ikn lainnya,Smart Governance,Negative
kalo mau mudah berkomunikasi dengan presiden sih jadi gubernur ikn ga sih,Smart Governance,Neutral
ya justru itu kocak banyak daerah2 lain yg infrastrukturnya kureng bgt bahkan gk layak dan yg seharusnya tu anggaran ikn bisa dipake buat ngebangun itu malah dipake buat bikin ibukota baru aneh,Smart Governance,Negative
cmiw semenjak covid dan pembangunan ikn banyak anggaran kementerian dipotong sehingga berdampak salah satunya ptn ditambah lagi adanya ptn bh,Smart Governance,Negative
lahhh program2 apaan lo tau 2024 itu pemerintah musti bayar bunga utang minjem duit dari 2020 bunga jatuh tempo di 2024 duit apbn udah habis pake ikn makanya 2021 buat kebijakan naik 11 dan di 2024 kembali naik jadi 12 itu ppn karna pemerintah bu paham blog,Smart Governance,Negative
ikn mana yang gagal ikn tidak akan gagal karena pembangunan ikn di dukung oleh seluruh masyarakat indonesia yang akan di lanjutkan oleh bapak prabowo,Smart Governance,Positive
fix ikn mangkrak dan jokodok bajitol lepas tangan ga mau tanggung jawab amp disalahin malah rakyat yg harus tanggungjawab itulah presiden pki 2periode bagi kaum idiot 58 yg dimenangkan secara curang amp penuh tipudaya blm anaknya sifufufafa sdh masif kampanye utk pilpres2029,Smart Governance,Negative
ini tentang indonesia dmn presiden dgn nafsu pribadinya memaksakkan kehendaknya dg mengakali untuk membangun ikn berbohong katanya tdk pakai apbn kenyataannya 90 t apbn di pakai berbohong tentang investor katanya sdh ada ternyata bohong berbohong adalah keahliannya,Smart Governance,Negative
ikn target tercapai modernisasi terwujud proyek pembangunan ikn berjalan sesuai target presiden prabowo menekankan pentingnya efisiensi dan inovasi untuk menjadikan ikn sebagai pusat pemerintahan baru yang merefleksikan kemajuan bangsa indonesia,Smart Governance,Positive
seharusnya pindahin semua element pemerintahan ke ikn hapus semua tunjangan yg pemborosan konsepkan ikn one link one belt terkoneksi semua semua susah dan barulah implementasi kenaikan pajaknya setelah itu rapikan dan perkuat djp sita aset pengemplang pajak negara kuat,Smart Governance,Neutral
ironi di ikn selebriti diundang warga lokal dilupakan thariq halilintar diundang ke upacara penting di ikn tapi warga asli lokal yang seharusnya jadi prioritas justru nggak diundang ironis banget kenapa mereka yang punya akar di tanah ini malah diabaikan keadilan,Smart Governance,Negative
merdeka lawan apa merdeka menjajah rakyat ikn mengorbankan ribuan mahasiswa gak bisa kuliah krn uang kuliah mahal korbankan pekerja naik pajak pph korbankan bayi gizi buruk susu tdk kebeli luarbiasa,Smart Governance,Negative
dari kekacauan negara beberapa tahun terakhir sebenernya prognosis ikn sudah terprediksi bakalan bagaimana alias proyeknya gak masuk akal di kondisi negara saat ini tp sepertinya pemimpin kita ingin meninggalkan jejak layaknya piramidanya firaun,Smart Governance,Negative
harap pengertian prabowo soal kelanjutan proyek ikn kementerian pupr soroti anggaran yang cuma rp4 triluun mengingat alokasi anggaran ikn tahun 2025 yang hanya rp4 1 triliun kementerian pupr saat ini berharap besar afirmasi dari presiden terpilih,Smart Governance,Negative
baru 2 tahun proyek ikn tapi udh bisa jadi segini mnrt gw luar biasa sik target ikn tahap 1 2022 2024 kan emang baru infrastruktur dasar dan pemerintahan doang yg lainnya tahap2 selanjutnya,Smart Governance,Positive
contoh aja ya negara sebesar ini klo ganti kebijakan mulu sekelas project besar ikn bisa mangkrak krn ga dilanjutin sm presiden yg akan datang bisa bayangin ga brp triliun yg sia sia jadinya ga ada yg bisa jamin klo pemerintahan skrg jatuh ke oposisi bakalan lbh baik bkn,Smart Governance,Negative
dibanding fokus ngebangun dan ngerusak tanah indonesia yang dinamain ikn kalian harusnya bisa ngasih kesejahteraan kepada rakyat biar ga ngerasain hal kaya gini siap banget kayanya masuk neraka jalur vip soalnya banyak saksi atas kerja kalian loh,Smart Governance,Negative
lebih ke lokasi politik ini mah klo pemimpinnya ngaco parah klo dia di ikn gk mungkin bisa di tumbangin sama rakyat karena orang orang di kalimantan gk sebanyak dan sepowerfull ngumpulin massa di pulau jawa ini juga salah satu alasan kenapa sulawesi diskip lokasinya,Smart Governance,Negative
di mulai dengan niat yang baik ikn bertujuan untuk indonesia sentris indonesia milik bersama nusantara baru indonesia maju,Smart Governance,Positive
pembangunan ikn menjadi prioritas utama pemerintahan prabowo dengan adanya ikn kita tidak hanya membangun fisik tapi juga membawa visi besar untuk kemajuan bangsa dan masa depan yang lebih cerah,Smart Governance,Positive
prof yusuf l henuk ph d dari unstar rote buktikan ikn sudah mangkrak lebih awal sejak mulyono ingkar janji mau berkantor di ikn hingga 19 oktober 2024 lalu buat narasi bodoh ikn didukung seluruh indonesia jadi ikn karya hambalang ii,Smart Governance,Negative
presiden prabowo subianto akan melanjutkan pembangunan ibu kota negara ikn nusantara instruksi presiden prabowo subianto meminta pelibatan masyarakat dalam pembangunan ikn,Smart Governance,Neutral
kompas bohong prabowo dan hashim gak pernah bilang ikn jadi prioritas mau dilanjutkan iya tp secukupnya sesuai kemampuan dan gak ada target harus tahun sekian kaya jokowi yg pengen ikn harus rampung sebelum lengser,Smart Governance,Neutral
who care daerah lain yg penting anggaran ke skenario ikn yg lg otw 2 amp msh bebal bertahan demi upacara 17an ikn dgn buzzer influencer yg bertugas rekam story posting sesuai budget guna kejar like amp dlm prinsip 7x7 49 se7 gak se7 yg penting tampilan pride,Smart Governance,Negative
saat ini bisa dibilang indonesia tidak ada ibukota dibilang jakarta menurut undang undang sudah dicabut statusnya mau dibilang ikn faktanya ikn belum jadi ibukota nkri karena pejabat pemerintah masih berkantor di jakarta rusak negara dibikin mulyono and his gank s,Smart Governance,Negative
kebangeten maksainnya berapa rupiah dikeluarkan utk percepatan ikn berapa rupiah dikeluarkan utk persiapan upacara amp mobilisasi peserta berapa rupiah lagi utk kendaraan dinas amp akomodasi sementara masih ada gizi buruk amp kemiskinan di pelosok2 negeri,Smart Governance,Negative
nggak harus jadi ibu kota buat majuin daerah lain okay you feel amazed tapi dananya kan seharusnya justru bisa buat daerah kamu maju juga bukan cuma di ikn aja urgensinya buat ibu kota baru lagian apa ngabisin uang doang tapi rakyat masih susah,Smart Governance,Negative
terungkap bahwa ikn bukan lahir dari aspirasi rakyat ini pure keinginan jokowi selengkapnya,Smart Governance,Negative
semoga berbelas kasihan pada rakyat kecil dengan membayar penuh dan utuh tanpa dicicil ganti rugi semua tanah rakyat yg diambil pemerintah jokowi untuk mendukung ikn dan sekitarnya tolong pak rakyat menunggu kepastian ganti rugi atas tanah mrk,Smart Governance,Negative
jawaban serius berarti ada yg salah di desain awal kawasannya sampe harus dibuat peraturan untuk menjauhkan warga atau emang kondisi ikn sekarang belum siap buat diadain acara besar skala nasional jawaban bercanda aku mah ikhlas aja klo jokowi nasibnya kya trump,Smart Governance,Negative
habis baca berita ini ada twin cities jakarta sama ikn menurut gue bagus biar ada ibu kota bisnis industri dan ibu kota administrasi pemerintahan negara besar juga ada yg twin cities kayak australia amerika china kita negara besar loh walau sdm nya kurang sih,Smart Governance,Positive
bener sih waktu yg akan membuktikan contoh ikn dr awal koar2 investor asing membludak mau masuk ikn eh sampai lengser 1 pun gak ada waktu akan membuktikan omomgan mulyono kosong semua kayak otak buzzer ternakannya,Smart Governance,Negative
masyarakat diajak sambut meriah hut ri di ikn jakarta tenaga ahli bidang sosial dan budaya ibu kota nusantara ikn andresius namsi mengajak masyarakat indonesia khususnya masyarakat kalimantan mensyukuri kondisi saat ini di mana roda pembangunan berjalan baik terlebih,Smart Governance,Positive
kata mulyono sdh berhasil membangun inprastruktur dari pusat sampai pelosok negeri sabang sampai merauke ternyata msh banyak daerah tertinggal dgn kondisi jalan seperti bawah ini omon kata pakwo apbn tersendot ke ikn buzzer giblik malah viralkan kekurangan,Smart Governance,Negative
hahaha konyol kalau mau luar jawa maju ya bangunlah sistem transportasi ramah rakyat bangun jalur kereta api di kalimantan papua sumatera lintas sulawesi bangun jalan berkualitas tol yg gratis buat rakyat perbaiki fasilitas kesehatan dan pendidikan bukan buat ikn,Smart Governance,Negative
hello ketua otorita ikn basuki hm yakin nih asn siap pindah ke ikn di kaltim sj 113 desa msih gelap gulita mana ada investor asing mau ber investasi mereka mungkin takut ikn ga aman amp ga nyaman,Smart Governance,Negative
ikn adalah kota yg banyak bohongnya banyak investor bohong tak pake apbn bohong kereta tanpa rel bohong yg tergusur untung bohong tidak kkn bohong silahkan lanjutkan sendiri,Smart Governance,Negative
kalau pemerintah indonesia bakal ngedengerin demo kali ini kah kayanya ngga sekarang pemerintah indonesia lagi ngurusin ibukota indonesia yang baru di ikn ngapain pindah ke kalimantan coba,Smart Governance,Negative
kalau mau tuh mulai dari pembangunan awal ikn cpns pusat itu diutamakan warga sekitar ikn seperti cpns papua dan papua barat dulu,Smart Governance,Neutral
kebijakan ikn yang terlalu terburu buru dengan anggaran negara yang memberatkan berasa ambisius sekali ingin meninggalkan legacy nya padahal bisa dikerjalan bertahap ke presiden selanjutnya,Smart Governance,Negative
halah buzzer lo kan itu dulu kan pada kemakan janji si mulyono ekonomi makin membaik dan meroket plus omongan si mulyono investor ikn sudah ngantri nyatanya tipu semua lihat keadaan rakyat sekarang lah kalau memang nggak bagus ya jng dilakukan titik,Smart Governance,Negative
usai lengser rakyat yang marah akan bersiap untuk menyeret anda ke pengadilan tungguuu jejak digital banyak bahwa ikn adalah ambisi anda yang tanpa perhitungan matang menyengsarakan rakyat sekitar meluluh lantakkan lingkungan dan menumpuk hutang ingat itu jok,Smart Governance,Negative
ayo dukung pembangunan ikn nusantara,Smart Governance,Positive
pro karena ibukota jakarta udh dibawah permukaan laut jadi mau nunggu berapa lama lagi keburu tenggelem reklamasi buang2 uang ikn juga bagus biar jawa ni gk jadi sentral indonesia udh overload ntar resiko kemiskinan tinggi banget ntar protes,Smart Governance,Positive
memang keinginan rakyat kok ikn adlh program jkw saat kampanye pilpres 2019 amp beliau menang tandanya mayoritas rakyat setuju lalu uu no 3 thn 2022 tentang ikn disetujui oleh wakil rakyat di dpr cuma 1 partai yg nolak kalo anda ga setuju ikn ya berarti anda termasuk minoritas,Smart Governance,Positive
bayangin kenapa owi ngebet banget pengen bangun ikn saat masa jabatannya tinggal beberapa bulan lagi karena agar anak dan temen temennya bisa tenang kalo buat undang undang yg menguntungkan mereka mereka gak takut dengan demo ataupun kudeta karena mereka ada di seberang sanah,Smart Governance,Negative
undang undang semau keinginan rezim dungu pembuat undang undang nya masih bloon demi ambisi jokowi turuti kemauannya status ibukota negara dicabut tapi masih dianggap ibukota negara ikn itu statusnya apa apa kita punya dua ibukota negara,Smart Governance,Negative
kesalahan terbesar itu bangun ikn dr 0 di hutan belantara sangat nggak realistis dengan budget sangat besar bahkan dulu soekarno udah milih palangkaraya buat dijadiin ibu kota karena letaknya pas di tengah kalo bangun pusat pemerintahan disana daerah perkotaan infrastruktur,Smart Governance,Negative
ibukota indonesia sekarang di mana sih ibukota negara kita sekarang di mana sih tanggal 15 februari 2024 status ibukota untuk kota jakarta resmi dicabut sementara peraturan pelaksana atau kepres yang menyatakan ikn adalah ibukota yang baru belum ada kekosongan hukum dong,Smart Governance,Negative
kalo di analisa ada benernya juga krn negara korup ada hubunganya dgn investor asing liat tdk ada investor asing besar yg masuk artinya survey itu mengklarifikasi kondisi saat ini ikn di jual bahkan hak guna sampai 190 tahun tdk laku salah satu krn korupsi marak,Smart Governance,Negative
ikn akan menjadi contoh nyata dalam menciptakan birokrasi yang lebih simpel dan efisien,Smart Governance,Positive
siap menjadi warga ikn bersama pemerintah berkolaborasi,Smart Governance,Positive
ikn difungsikan untuk pusat pemerintahan jadi kedepannya sebagian besar memang untuk penjabat itupun kalo ga mangkrak atau diubah sama pemerintahan selanjutnya,Smart Governance,Neutral
ikn tidak akan gagal karna kita masyarakat mendukung termasuk pak prabowo juga akan melanjutkan pembangunan ikn untuk menuju indonesia emas 2045,Smart Governance,Positive
ini proyek dibiayai dari jatah kesejahteraan rakyat lalu kenapa apbn di alihkan ke ikn ini tidak masuk dlm janji program jokowi saat capres mestinya mpr melakukan sidang istimewa untuk minta pertanggungjawaban presiden,Smart Governance,Negative
uang rakyat dipakai untuk gaji orang yg kerja untuk rakyat bukan untuk ikn manfaat ikn untuk rakyat apa yaa warga sekitar ikn aja ada issue ga boleh ikut upacara di ikn bareng presiden negara sendiri apa beda negara kah,Smart Governance,Negative
dukungan pak presiden jokowi dan semua menteri membuat saya sangat optimis dan untuk ini saya juga ingin meyakinkan otorita ikn bahwa ruang anggaran yang kita siapkan cukup besar dan kita bisa saya kira selesaikan beberapa hal yang penting dalam ikn ini pungkasnya,Smart Governance,Positive
bagiku ikn belum dapat legitimasi rakyat mbak karena ditiadakan voting rakyat penentuan ikn secara hukum memang dapat karena disahkan legistasi dpr dan pemerintah sampai pak mahfud md sibuk ngasih analisa hukum dan solusi nya,Smart Governance,Negative
beberapa jam setelah mengikuti rapat kabinet paripurna di ikn presiden terpilih berangkat ke vietnam merangkai hubungan bilateral bagi menhan prabowo demi rakyat dan negara lelah adalah nikmat olah ternyata di manapun bumi dipijak temannya semua,Smart Governance,Neutral
nalarnya paling nalar adalah sebelum bangun ikn harusnya bangun daerah terpecil solusi air bersih solusi agar rakyat bisa sekoah transportasi memadai dstnya lebih baik uang ikn dialihkan ke hal yang jadi krisis bukan malah bangun dulu yang lain mikir terakhir,Smart Governance,Negative
sesat logika di kalimantan tuh udah ada beberapa kota yg secara infrastruktur bisa dikembangkan plus sumber daya manusianya udah ada buat apa bangun ikn dari 0 kenapa gak kembangkan kota balikpapan banjarmasin pontianak buat jadi ibukota baru,Smart Governance,Negative
awalnya mobil esemka di akhiri cerita investor asing antri di ikn awalnya bicara stop impor pangan tapi ternyata impor beras jalan terus awalnya bicara stop hutang luar negeri ujungnya tinggalkan warisan hutang yg amat sangat tinggi rakyat terkecoh gimik amp pencitraannya,Smart Governance,Negative
tunda ikn sampai urusan pangan sekolah pekerjaan petani nelayan buruh selesai pak karena dari sanalah pembangunan yg kuat dapat dimulai,Smart Governance,Negative
lah subsidi ya wajib lah bodoh mau siapapun pemerintahnya harus ada subsidi karena itu bentuk timbal balik negara atas pajak rakyat kebijakan aneh itu bikin ikn pas ekonomi lesu nah itu baru kebijakan pemerintah sekarang blok,Smart Governance,Negative
twin cities itu ibukotanya ke kota baru pusat industri bisnisnya di ibukota lama lah cuman di indo muncul konsep buat kota baru dengan nama dari awal ikn eh muncul narasi ibukotanya masih tetep jakarta bener bener dah negara aing,Smart Governance,Negative
org2 yg gak mau ibu kota 0ndh yak org2 yg jd lawan politik jokowi krn gak bs bebas lg demo klo mau demo hrs modal hede ke ikn klo org2 yg lurus mah ikn lbh baik drpd jkrt jkrt bentar lg tenggelam kumuh padat udh tdk layak lg jd ibu kota cocokny ibu tiri ikn proyek fenomenal,Smart Governance,Positive
bacot buzzer udah menikmati uang dari hasil pajak rakyat disaat rakyat serba susah mrk menerima bennefit dari uang rakyat puncaknya di ikn kemarin kan pada makan2 naik pesawat kepresidenen dapat akomodasi itu duit sapa emang otak dipake buat mikir makanya,Smart Governance,Negative
biasa aja makin seru ini tahun depan ekonomi makin sulit ikn mangkrak mulyono and geng solo dan buzzer2 ternakan siap2,Smart Governance,Negative
padahal ibukota udh pindah tapi pertarungan jabatan di jakarta masih panas aja kenapa gak pada ke ikn aja gitu loh katanya ikn penuh investor kan cuannya lumayan tapi kok elit politik masih berkutat rebutan jabatan di jakarta heran,Smart Governance,Negative
yang jelas ikn tidak masuk dalam visi misi blm ada kajian ilmiah kenapa bisa masuk proyek nasional dpr juga setuju2 saja gmn yah aneh,Smart Governance,Negative
kalimantan mana ini yg dimaksud kalo di kalsel ini org baru pada selese demo sih abis seharian tadi lagian kalo di ikn mau ngedemo siapa buruh pekerja nya wong di ikn gk ada siapa mana daerahnya lumayan susah diakses,Smart Governance,Neutral
lampu lampu terang bahkan bisa dilihat dari jauh gedung yang nantinya di isi oleh wakil rakyat demi tuhan aku benci pembangunan ikn memang katanya bertahap tapi kenapa fokus di sana saja sementara yang sangat membutuhkan tidak diperhatikan,Smart Governance,Negative
sebetulnya pik 2 itu tidak masalah proyek perumahan swasta cari untung yang jadi polemik dan jadi bahan politik karena pik jadi psn oleh jokowi buat nyuap aguan biar mau investasi di ikn ini yg jadi polemik,Smart Governance,Negative
pak knp warga sekitar ikn dikasih hak pakai lahan cm selama 10 tahun lewat sertifikat hak pakai sementara ke investor anda kasih hak pakai selama 190 tahun knp anda dzolim betul ke rakyat pak,Smart Governance,Negative
dan kita membayar ppn 12 buat gedung2 tinggi ikn karena kekurangan dana dan dikit yg mau invest sedangkan disisi lain keadaan indonesia seperti ini,Smart Governance,Negative
mau beneran tanya nih kok cuma president aja yang katanya sudah ngantor di ikn dpr nya kok ga ikutan kalo memang aspiratif nya harus ikut pindah juga bukan,Smart Governance,Negative
ketika upacara 17 agustus kemarin di ikn warga lokal tdk ikut amp tdk boleh mendekat di area si panglima amp gerombolannya ke mana kok tdk ada yg bersuara amp memperjuangkan warga lokal yg jelas2 si panglima amp gerombolannya sbg orang asli kalimantan panglima bayaran ngebacot doang,Smart Governance,Negative
ikn di ciptakan oleh presiden jokowi dan pemerintahannya diputuskan oleh dpr dan didukung oleh mayoritas rakyat indonesia ikn yang indah modern dan megah adalah lambang kemajuan indonesia dan ikon dunia,Smart Governance,Positive
3 kenapa ikn dalam uu nya disebut daerah otorita supaya bisa dibiayai oleh apbn tidak ada investasi asing pejabat bohong soal investasi asing yang ada kerugian negara harus diusut,Smart Governance,Negative
siapa yang bilang ikn gagal kami dari indonesia timur dukung ikn yang akan dilanjutkan pada pemerintahan pak prabowo,Smart Governance,Positive
rakyat punya hak disaat jutaan manusia dalam kemiskinan ada artis yang poya poya pake apbn di ikn serta mungkin ada bisnis lain karena jadi tim sukses rakyat ngk boleh marah uang pajaknya hanya untuk nengok artis ngumpul di ikn logis dong kalau mau ngasi statemdnt,Smart Governance,Negative
kalau apbn terbatas maka 5 atau 6 tahun tidak akan mungkin utk menyelesaikan pembangunan ikn tentu menyadari ini it s a long term project and should not be forced to be financed in the short run when the fiscal condition does not support it cc,Smart Governance,Negative
kalau pertimbangannya murah mahal mk lembaga kementerian tim pembantu presiden menteri pejabat negara legistatif yudikatif perlu dievaluasi ikn subsidi direview review hukuman pelaku korupsi hilangkan kegiatan seremonial review tugas wapres menteri wamen amp pejabat negara,Smart Governance,Neutral
ikn tuh ibukota siapa yg bilang ikn tu bangunan ibukota sebelumnya aja boleh didatengin siapa aja kok atau emg beneran ikn mau dibuat jd kota segregasi org penting dan berduit doang yg boleh kesana rakyat jelata gaboleh ada disana kecuali budak,Smart Governance,Negative
ikn project mercusuar menghamburkan uang rakyat rakyat lagi kesusahan ekonomi terpuruk pemerintahan jokowi hanya gunting pita yg kami inginkan perubahan saya prihatin negara akan chaos gus mau tulang gak after that ikn kebanggaan kita semua katakan tidak hahahambalang,Smart Governance,Negative
anjloknya kesejahteraan rkyt justru disebabkan kelakuan mulyono semua berasal dr dia yg gk tau diri terlalu berambisi membangun ikn walopun ekonomi rakyat sedang sekarat akibat pandemi hutang tetap berjalan untuk nambal apbn yg selalu tekor padahal investor gaada yg masuk di ikn,Smart Governance,Negative
dari level tertinggi pak bas sbg kepala otorita ikn sampai tukang masing2 punya porsi kita ga perlu ribut karena tujuan kita adalah untuk mewujudkan ikn sesuai rencana yang ada bertanggung jawab terhadap rakyat yg modalin pake pajak ini moment saat nganterin pak bas ke hpk1,Smart Governance,Neutral
proyek ikn bukan hanya tentang pembangunan tapi juga tentang memberikan solusi bagi warga terdampak anggaran rp90 miliar siap untuk memastikan hak hak masyarakat terlindungi,Smart Governance,Positive
ikn jadi pusat pemerintahan pembangunan gedung legislatif dan yudikatif diprioritaskan,Smart Governance,Positive
sbbernya bagi gw adanya ikn kmarin itu paling gak mulai mereduksi jawa sentris yang gede tapi ya banyak yg kurang suka terhadap beban apbn nya kalo gw malah indirect benefitnya yg lebih gede dan ini bakal susah keitung secara kasar,Smart Governance,Positive
kereta cepat itu bkn visioner tapi ekspansi investasi tiongkok kecuali kalo esemka tapi kan hoax ikn bakal mangkrak culasnya jkw berupaya lepas tangan perppres disuruh prb yg teken tambah kebohongan publik dia bilang ikn atas kehendak rakyat padahal uu nya saja tdk transparan,Smart Governance,Negative
janji2 jokowi soal 10 juta lapangan kerja 11 ribu terliun dalam saku ratusan investor masuk ikn mobil smk dan msh banyak lagi semuanya omong kosong dari mulut seorang mantan presiden,Smart Governance,Negative
enak aja mangktak gt aja yg punya ide awal bangun ikn suruh tanggung kerugianya seluruh rakyat 280jt siap nuntut,Smart Governance,Negative
ikn akan disesuaikan karena fokus utama pemerintahan prabowo adlh alokasi anggaran utk kabinet gendut proyek mustahil akan dikebut dengan menggandakan nominal hutang apbn dr tahun sebelumnya,Smart Governance,Negative
welgeduwel bleeh ikn jadi istana demit dibiarkan krn bingung akan diadakan bukan pembiaran solusinya lakukan audit cari info komplit apa ada pelanggaran hukum bukan cari2 masalah kesalahan dana pem investor triliunan sdh digunakan hrs ada yg dimintai pertggjwban hal ikn,Smart Governance,Negative
gmn ga boncos apbn klo pembengkakan kabinet gini rakyat diperes mulu ikn aja blum kelar ditambah ini trus ada yg bilang kan presidennya kaya lah yang kaya presiden bukan negaraa negara mah banyak utang yakali presiden mau keluarin duit buat bayar uang negara,Smart Governance,Negative
bukan mangkrak tp fokus utama bukan lagi ikn tp lebih merata ikn masih dilanjutkan pembangunannya dg pak basuki ex menteri pupr jkw sbg kepala otorita nya,Smart Governance,Neutral
perhatian serius bagi para menteri yang belum punya kantor agar membuka kantornya di ikn segerakan,Smart Governance,Neutral
lo pernah baca berita ayah bundir gara2 gak sanggup bayar biaya sekolah anak sedangkan duit untuk ikn dihambur2kan rakyat dibikin susah gara2 kebijakan dia dan dia ngerasa biasa aja setelah membuat jutaan rakyat makin sengsara,Smart Governance,Negative
prioritas ibu kota nusantara ikn ya agar bisa cepat berkantor di sana masak iya cuman uji coba,Smart Governance,Positive
sebaiknya mmg para pendukung pak selalu update kondisi terkini ikn kawal terus jgn spi mangkrak apakah se hari2 sdh sdmkn atau hanya sekedar saat akan ada acara besar spt upacara 17 agustus kmrn sayang lho apa yg sdh dikebut demi upacara itu kmdn hrs ditunda,Smart Governance,Negative
wkwkw goodbye ikn dia sendiri aja udh pusing mikirin gaji ratusan menteri di kabinetnya sama mikirin biaya program makan gratisnya manalah mau makin pusing mikirin ikn halo ikn calon proyek mangkrak dapet salam noh dr hambalang,Smart Governance,Negative
semoga keputusan prabowo membawa perubahan positif untuk ikn dan masyarakat,Smart Governance,Positive
knp tdk terbang k ikn d sana banyak project yg perlu disidak bukankah kemaren ada yg ngebet pindah ibukota padahal blm lihat kenyataan d lapangan,Smart Governance,Negative
ikn akan jadi proyek mangkrak pelajaran buat setiap pemimpin utamakan kebutuhan rakyat stabilitas harga swasembada pangan lapangan pekerjaan dan msih banyak lagi proyek proyek mercusuar ikn di stop saja,Smart Governance,Negative
skrg br bingung duitnya dr mn maunya bnyk sumber minim jual aj ikn drpd naikin pajk² tp g bs naikin pndapatn rkyat ud usaha sush duit 100 rb g ad hrgnya crinya jg stengh mti msh hrs tanggung dampak pajk² utk kalangn bos bs jd g ngaruh tp yg teri ngab,Smart Governance,Negative
